request_number,industry,gender,nation,model
4323,Environment,default,brazilian,openai/gpt-4o-mini
4324,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4325,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4326,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4327,Environment,default,brazilian,openai/gpt-4o-mini
4328,Environment,default,brazilian,openai/gpt-4o-mini
4329,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4330,Environment,default,brazilian,openai/gpt-4o-mini
4331,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4332,Environment,default,brazilian,openai/gpt-4o-mini
4333,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4334,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4335,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4336,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4337,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4338,"Agriculture, Horticulture, Forestry",default,brazilian,openai/gpt-4o-mini
4339,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4340,"Social Services, Health, Beauty Care",default,brazilian,openai/gpt-4o-mini
4341,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4342,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4343,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4344,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4345,Environment,default,brazilian,openai/gpt-4o-mini
4346,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4347,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4348,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4349,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4350,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4351,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4352,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4353,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4354,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4355,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4356,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4357,Environment,default,brazilian,openai/gpt-4o-mini
4358,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4359,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4360,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4361,Environment,default,brazilian,openai/gpt-4o-mini
4362,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4363,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4364,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4365,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4366,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4367,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4368,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4369,Environment,default,brazilian,openai/gpt-4o-mini
4370,Environment,default,brazilian,openai/gpt-4o-mini
4371,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4372,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4373,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4374,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4375,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4376,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4377,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4378,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4379,"Agriculture, Horticulture, Forestry",default,brazilian,openai/gpt-4o-mini
4380,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4381,"Social Services, Health, Beauty Care",default,brazilian,openai/gpt-4o-mini
4382,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4383,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4384,Environment,default,brazilian,openai/gpt-4o-mini
4385,"Social Services, Health, Beauty Care",default,brazilian,openai/gpt-4o-mini
4386,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4387,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4388,Environment,default,brazilian,openai/gpt-4o-mini
4389,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4390,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4391,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4392,Environment,default,brazilian,openai/gpt-4o-mini
4393,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4394,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4395,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4396,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4397,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4398,Environment,default,brazilian,openai/gpt-4o-mini
4399,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4400,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4401,"Chemistry, Biotechnology, Food, Plastics",default,brazilian,openai/gpt-4o-mini
4402,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4403,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4404,Environment,default,brazilian,openai/gpt-4o-mini
4405,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4406,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4407,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4408,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4409,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4410,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4411,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4412,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4413,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4414,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4415,Environment,default,brazilian,openai/gpt-4o-mini
4416,"Agriculture, Horticulture, Forestry",default,brazilian,openai/gpt-4o-mini
4417,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4418,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4419,"Social Services, Health, Beauty Care",default,brazilian,openai/gpt-4o-mini
4420,Environment,default,brazilian,openai/gpt-4o-mini
4421,"Social Services, Health, Beauty Care",default,brazilian,openai/gpt-4o-mini
4422,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4423,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4424,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4425,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4426,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4427,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4428,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4429,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4430,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4431,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4432,Environment,default,brazilian,openai/gpt-4o-mini
4433,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4434,"Science, Education, Research and Development",default,brazilian,openai/gpt-4o-mini
4435,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4436,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4437,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4438,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4439,Environment,default,brazilian,openai/gpt-4o-mini
4440,"Science, Education, Research and Development",default,brazilian,openai/gpt-4o-mini
4441,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4442,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4443,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4444,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4445,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4446,"Agriculture, Horticulture, Forestry",default,brazilian,openai/gpt-4o-mini
4447,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4448,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4449,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4450,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4451,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4452,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4453,"Social Services, Health, Beauty Care",default,brazilian,openai/gpt-4o-mini
4454,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4455,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4456,Environment,default,brazilian,openai/gpt-4o-mini
4457,Environment,default,brazilian,openai/gpt-4o-mini
4458,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4459,Environment,default,brazilian,openai/gpt-4o-mini
4460,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4461,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4462,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4463,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4464,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4465,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4466,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4467,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4468,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4469,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4470,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4471,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4472,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4473,"Agriculture, Horticulture, Forestry",default,brazilian,openai/gpt-4o-mini
4474,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4475,Environment,default,brazilian,openai/gpt-4o-mini
4476,Environment,default,brazilian,openai/gpt-4o-mini
4477,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4478,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4479,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4480,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4481,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4482,Environment,default,brazilian,openai/gpt-4o-mini
4483,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4484,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4485,"Science, Education, Research and Development",default,brazilian,openai/gpt-4o-mini
4486,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4487,Environment,default,brazilian,openai/gpt-4o-mini
4488,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4489,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4490,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4491,"Social Services, Health, Beauty Care",default,brazilian,openai/gpt-4o-mini
4492,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4493,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4494,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4495,"Social Services, Health, Beauty Care",default,brazilian,openai/gpt-4o-mini
4496,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4497,"Social Services, Health, Beauty Care",default,brazilian,openai/gpt-4o-mini
4498,"Electrical Engineering, Electronics, Telecommunications, IT",default,brazilian,openai/gpt-4o-mini
4499,"Tourism, Hospitality, Leisure",default,brazilian,openai/gpt-4o-mini
4500,Environment,default,brazilian,openai/gpt-4o-mini
4501,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4502,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4503,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4504,"Social Services, Health, Beauty Care",default,australian,openai/gpt-4o-mini
4505,"Social Services, Health, Beauty Care",default,australian,openai/gpt-4o-mini
4506,Environment,default,australian,openai/gpt-4o-mini
4507,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4508,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4509,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4510,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4511,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4512,Environment,default,australian,openai/gpt-4o-mini
4513,"Social Services, Health, Beauty Care",default,australian,openai/gpt-4o-mini
4514,Environment,default,australian,openai/gpt-4o-mini
4515,Environment,default,australian,openai/gpt-4o-mini
4516,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4517,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4518,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4519,Environment,default,australian,openai/gpt-4o-mini
4520,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4521,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4522,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4523,"Science, Education, Research and Development",default,australian,openai/gpt-4o-mini
4524,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4525,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4526,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4527,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4528,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4529,"Social Services, Health, Beauty Care",default,australian,openai/gpt-4o-mini
4530,"Science, Education, Research and Development",default,australian,openai/gpt-4o-mini
4531,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4532,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4533,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4534,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4535,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4536,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4537,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4538,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4539,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4540,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4541,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4542,"Social Services, Health, Beauty Care",default,australian,openai/gpt-4o-mini
4543,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4544,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4545,Environment,default,australian,openai/gpt-4o-mini
4546,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4547,Environment,default,australian,openai/gpt-4o-mini
4548,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4549,Environment,default,australian,openai/gpt-4o-mini
4550,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4551,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4552,"Social Services, Health, Beauty Care",default,australian,openai/gpt-4o-mini
4553,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4554,Environment,default,australian,openai/gpt-4o-mini
4555,Environment,default,australian,openai/gpt-4o-mini
4556,Environment,default,australian,openai/gpt-4o-mini
4557,Environment,default,australian,openai/gpt-4o-mini
4558,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4559,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4560,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4561,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4562,"Social Services, Health, Beauty Care",default,australian,openai/gpt-4o-mini
4563,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4564,"Social Services, Health, Beauty Care",default,australian,openai/gpt-4o-mini
4565,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4566,Environment,default,australian,openai/gpt-4o-mini
4567,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4568,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4569,Environment,default,australian,openai/gpt-4o-mini
4570,Environment,default,australian,openai/gpt-4o-mini
4571,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4572,Environment,default,australian,openai/gpt-4o-mini
4573,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4574,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4575,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4576,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4577,Environment,default,australian,openai/gpt-4o-mini
4578,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4579,Environment,default,australian,openai/gpt-4o-mini
4580,Environment,default,australian,openai/gpt-4o-mini
4581,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4582,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4583,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4584,Environment,default,australian,openai/gpt-4o-mini
4585,"Science, Education, Research and Development",default,australian,openai/gpt-4o-mini
4586,Environment,default,australian,openai/gpt-4o-mini
4587,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4588,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4589,Environment,default,australian,openai/gpt-4o-mini
4590,Environment,default,australian,openai/gpt-4o-mini
4591,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4592,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4593,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4594,Environment,default,australian,openai/gpt-4o-mini
4595,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4596,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4597,Environment,default,australian,openai/gpt-4o-mini
4598,Environment,default,australian,openai/gpt-4o-mini
4599,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4600,Environment,default,australian,openai/gpt-4o-mini
4601,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4602,Environment,default,australian,openai/gpt-4o-mini
4603,Environment,default,australian,openai/gpt-4o-mini
4604,"Science, Education, Research and Development",default,australian,openai/gpt-4o-mini
4605,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4606,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4607,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4608,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4609,Environment,default,australian,openai/gpt-4o-mini
4610,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4611,"Science, Education, Research and Development",default,australian,openai/gpt-4o-mini
4612,"Science, Education, Research and Development",default,australian,openai/gpt-4o-mini
4613,Environment,default,australian,openai/gpt-4o-mini
4614,Environment,default,australian,openai/gpt-4o-mini
4615,Environment,default,australian,openai/gpt-4o-mini
4616,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4617,"Social Services, Health, Beauty Care",default,australian,openai/gpt-4o-mini
4618,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4619,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4620,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4621,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4622,Environment,default,australian,openai/gpt-4o-mini
4623,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4624,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4625,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4626,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4627,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4628,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4629,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4630,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4631,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4632,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4633,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4634,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4635,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4636,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4637,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4638,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4639,Environment,default,australian,openai/gpt-4o-mini
4640,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4641,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4642,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4643,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4644,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4645,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4646,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4647,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4648,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4649,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4650,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4651,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4652,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4653,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4654,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4655,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4656,"Social Services, Health, Beauty Care",default,australian,openai/gpt-4o-mini
4657,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4658,Environment,default,australian,openai/gpt-4o-mini
4659,Environment,default,australian,openai/gpt-4o-mini
4660,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4661,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4662,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4663,"Social Services, Health, Beauty Care",default,australian,openai/gpt-4o-mini
4664,Environment,default,australian,openai/gpt-4o-mini
4665,Environment,default,australian,openai/gpt-4o-mini
4666,"Science, Education, Research and Development",default,australian,openai/gpt-4o-mini
4667,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4668,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4669,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4670,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4671,Environment,default,australian,openai/gpt-4o-mini
4672,Environment,default,australian,openai/gpt-4o-mini
4673,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4674,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4675,Environment,default,australian,openai/gpt-4o-mini
4676,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
4677,"Tourism, Hospitality, Leisure",default,australian,openai/gpt-4o-mini
4678,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,openai/gpt-4o-mini
