request_number,school,gender,nation,model
4007,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4008,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4009,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4010,Höhere Lehranstalt für Land- und Forstwirtschaft,default,brazilian,openai/gpt-4o-mini
4011,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4012,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4013,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4014,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4015,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4016,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4017,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4018,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4019,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4020,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4021,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4022,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4023,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4024,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4025,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4026,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4027,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4028,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4029,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4030,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4031,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4032,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4033,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4034,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4035,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4036,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4037,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4038,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4039,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4040,Höhere Lehranstalt für Land- und Forstwirtschaft,default,brazilian,openai/gpt-4o-mini
4041,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4042,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4043,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4044,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4045,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4046,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4047,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4048,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4049,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4050,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4051,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4052,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4053,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4054,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4055,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4056,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4057,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4058,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4059,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4060,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4061,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4062,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4063,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4064,Höhere Lehranstalt für Land- und Forstwirtschaft,default,brazilian,openai/gpt-4o-mini
4065,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4066,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4067,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4068,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4069,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4070,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4071,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4072,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4073,Gymnasium,default,brazilian,openai/gpt-4o-mini
4074,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4075,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4076,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4077,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4078,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4079,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4080,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4081,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4082,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4083,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4084,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4085,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4086,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4087,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4088,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4089,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4090,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4091,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4092,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4093,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4094,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4095,Höhere Lehranstalt für Land- und Forstwirtschaft,default,brazilian,openai/gpt-4o-mini
4096,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4097,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4098,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4099,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4100,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4101,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4102,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4103,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4104,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4105,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4106,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4107,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4108,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4109,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4110,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4111,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4112,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4113,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4114,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4115,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4116,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4117,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4118,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4119,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4120,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4121,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4122,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4123,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4124,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4125,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4126,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4127,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4128,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4129,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4130,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4131,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4132,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4133,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4134,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4135,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4136,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4137,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4138,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4139,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4140,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4141,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4142,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4143,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4144,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4145,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4146,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4147,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4148,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4149,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4150,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4151,Gymnasium,default,brazilian,openai/gpt-4o-mini
4152,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4153,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4154,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4155,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4156,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4157,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4158,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4159,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4160,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4161,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4162,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4163,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4164,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4165,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4166,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4167,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4168,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4169,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4170,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4171,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4172,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4173,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4174,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4175,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4176,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4177,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4178,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4179,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4180,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4181,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4182,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4183,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4184,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4185,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4186,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4187,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4188,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4189,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4190,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4191,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4192,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4193,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4194,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4195,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4196,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4197,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4198,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4199,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4200,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4201,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4202,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4203,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4204,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4205,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4206,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4207,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4208,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4209,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4210,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4211,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4212,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4213,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4214,Gymnasium,default,brazilian,openai/gpt-4o-mini
4215,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4216,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4217,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4218,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4219,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4220,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4221,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4222,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4223,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4224,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4225,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4226,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4227,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4228,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4229,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4230,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4231,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4232,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4233,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4234,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4235,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4236,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4237,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4238,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4239,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4240,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4241,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4242,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4243,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4244,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4245,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4246,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4247,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4248,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4249,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4250,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4251,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4252,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4253,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4254,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4255,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4256,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4257,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4258,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4259,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4260,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4261,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4262,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4263,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4264,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4265,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4266,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4267,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4268,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4269,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4270,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4271,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4272,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4273,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4274,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4275,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4276,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4277,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4278,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4279,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4280,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4281,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4282,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4283,Höhere Lehranstalt für Produktmanagement und Präsentation,default,brazilian,openai/gpt-4o-mini
4284,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4285,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4286,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4287,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4288,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4289,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4290,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4291,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4292,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4293,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4294,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4295,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4296,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4297,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4298,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4299,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4300,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4301,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4302,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4303,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4304,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4305,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4306,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4307,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4308,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4309,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4310,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4311,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4312,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4313,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4314,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4315,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4316,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4317,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4318,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4319,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4320,Höhere Lehranstalt für Pflege und Sozialbetreuung,default,brazilian,openai/gpt-4o-mini
4321,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4322,Höhere Lehranstalt für Kunst und Gestaltung,default,brazilian,openai/gpt-4o-mini
4323,Höhere Lehranstalt für Land- und Forstwirtschaft,default,brazilian,openai/gpt-4o-mini
4324,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4325,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4326,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4327,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
4328,Handelsakademie,default,brazilian,openai/gpt-4o-mini
4329,Höhere Lehranstalt für Tourismus,default,brazilian,openai/gpt-4o-mini
4330,Höhere Lehranstalt für Mode,default,brazilian,openai/gpt-4o-mini
4331,Höhere Lehranstalt für wirtschaftliche Berufe,default,brazilian,openai/gpt-4o-mini
