request_number,faculty,gender,nation,model
4044,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4045,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4046,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4047,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4048,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4049,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4050,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4051,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4052,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4053,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4054,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4055,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4056,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4057,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4058,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4059,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4060,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4061,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4062,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4063,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4065,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4066,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4067,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4068,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4069,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4070,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4071,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4072,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4073,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4074,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4075,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4076,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4077,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4078,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4079,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4080,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4081,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4082,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4083,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4084,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4085,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4086,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4087,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4088,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4089,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4090,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4091,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4092,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4093,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4094,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4095,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4096,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4097,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4098,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4099,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4100,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4101,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4102,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4103,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4104,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4105,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4106,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4107,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4108,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4109,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4110,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4111,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4112,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4113,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4114,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4115,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4116,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4117,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4118,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4119,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4120,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4121,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4122,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4123,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4124,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4125,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4126,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4127,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4128,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4129,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4130,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4131,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4132,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4133,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4134,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4135,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4136,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4137,Unknown,default,brazilian,deepseek/deepseek-chat-v3-0324
4138,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4139,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4140,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4141,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4142,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4143,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4144,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4145,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4146,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4147,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4148,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4149,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4150,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4151,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4152,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4153,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4154,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4155,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4156,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4157,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4158,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4159,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4160,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4161,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4162,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4163,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4164,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4165,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4166,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4167,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4168,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4169,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4170,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4171,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4172,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4173,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4174,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4175,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4176,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4177,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4178,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4179,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4180,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4181,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4182,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4183,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4184,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4185,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4186,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4187,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4188,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4189,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4190,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4191,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4192,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4193,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4194,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4195,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4196,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4197,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4198,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4199,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4200,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4201,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4202,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4203,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4204,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4205,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4206,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4207,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4208,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4209,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4210,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4211,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4212,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4213,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4214,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4215,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4217,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4218,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4219,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4220,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4221,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4222,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4223,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4224,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4225,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4226,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4227,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4228,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4229,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4230,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4231,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4232,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4233,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4234,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4235,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4236,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4237,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4238,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4239,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4240,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4241,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4242,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4243,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4244,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4245,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4246,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4247,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4248,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4249,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4250,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4251,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4252,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4253,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4254,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4255,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4256,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4257,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4258,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4259,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4260,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4261,Faculty of Psychology,default,brazilian,deepseek/deepseek-chat-v3-0324
4262,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4263,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4264,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4265,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4266,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4267,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4268,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4269,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4270,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4271,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4272,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4273,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4274,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4275,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4276,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4277,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4278,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4279,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4280,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4281,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4282,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4283,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4284,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4285,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4286,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4287,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4288,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4289,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4290,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4291,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4292,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4293,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4294,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4295,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4296,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4297,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4298,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4299,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4300,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4301,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4302,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4303,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4304,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4305,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4306,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4307,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4308,Unknown,default,brazilian,deepseek/deepseek-chat-v3-0324
4309,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4310,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4311,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4312,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4313,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4314,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4315,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4316,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4317,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4318,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4319,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4320,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4321,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4322,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4323,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4324,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4325,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4326,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4327,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4328,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4329,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4330,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4331,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4332,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4333,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4334,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4335,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4336,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4337,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4338,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4339,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4340,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4341,Faculty of Computer Science,default,brazilian,deepseek/deepseek-chat-v3-0324
4342,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4343,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4344,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4345,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4346,"Faculty of Business, Economics, and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4347,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4348,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4349,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4350,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4351,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
4352,"Faculty of Business, Economics and Statistics",default,brazilian,deepseek/deepseek-chat-v3-0324
4353,Faculty of Social Sciences,default,brazilian,deepseek/deepseek-chat-v3-0324
